species.watershed,Watershed_name,Genus_spp,numyears,percyears,chiPval,chi_fearly,chi_flate,runsPval,numtransitions,trend,classification
trades_bract.20B,20B,trades_bract,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
allium_canad.4A,4A,allium_canad,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
desmod_canes.4A,4A,desmod_canes,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
polyga_verti.4A,4A,polyga_verti,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
conyza_canad.4B,4B,conyza_canad,31,0.48,0.3717703175791154,0.375,0.6,0.022444185600620135,10,0,Recurrent
coryda_micra.4B,4B,coryda_micra,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
euphor_nutan.4B,4B,euphor_nutan,31,0.26,0.1808948507507627,0.125,0.4,0.1835045895181674,10,0,Random
helian_pauci.4B,4B,helian_pauci,31,0.16000000000000003,0.937189201292317,0.125,0.2,0.009213517951520575,5,0,Recurrent
monard_fistu.4B,4B,monard_fistu,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
stenar_nigri.4B,4B,stenar_nigri,31,0.5800000000000001,0.5648742938932729,0.5,0.6666666666666666,3.1840052171206096e-4,6,0,Recurrent
kummer_stipu.N1B,N1B,kummer_stipu,31,0.39,0.04687353118595259,0.1875,0.6,NA,9,1,Increasing
planta_virgi.N1B,N1B,planta_virgi,31,0.29000000000000004,0.012764441573415098,0.0625,0.5333333333333333,NA,3,1,Increasing
polyga_verti.N1B,N1B,polyga_verti,31,0.18999999999999995,0.9999999999999997,0.1875,0.2,0.013974368446475812,6,0,Recurrent
polygo_avicu.N1B,N1B,polygo_avicu,31,0.42000000000000004,0.87862332033474,0.375,0.4666666666666667,3.1840052171206096e-4,6,0,Recurrent
vulpia_octof.N1B,N1B,vulpia_octof,31,0.74,0.005627304907732369,0.5,1,NA,3,1,Increasing
agrost_hyema.N20B,N20B,agrost_hyema,31,0.16000000000000003,0.9999999999999999,0.1875,0.13333333333333333,0.8691420224364163,10,0,Random
penste_grand.N20B,N20B,penste_grand,31,0.42000000000000004,0.19225130462178386,0.5625,0.26666666666666666,1.54759813706146e-5,4,0,Recurrent
symphy_lance.N20B,N20B,symphy_lance,31,0.18999999999999995,0.028802456421696293,0.375,0,NA,4,-1,Decreasing
xanthi_strum.N20B,N20B,xanthi_strum,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
coryda_micra.N4A,N4A,coryda_micra,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
muhlen_racem.N4A,N4A,muhlen_racem,31,0.5800000000000001,2.472741684565855e-5,0.1875,1,NA,3,1,Increasing
schedo_panic.N4A,N4A,schedo_panic,31,0.5800000000000001,2.472741684565855e-5,0.1875,1,NA,3,1,Increasing
scutel_parvu.N4A,N4A,scutel_parvu,31,0.13,1,0.125,0.13333333333333333,0.8097008933768095,8,0,Random
agrost_hyema.N4D,N4D,agrost_hyema,31,0.16000000000000003,0.2909855017348392,0.0625,0.26666666666666666,0.001133670762583116,4,0,Recurrent
elymus_virgi.N4D,N4D,elymus_virgi,31,0.6799999999999999,8.508286324362016e-4,0.375,1,NA,5,1,Increasing
euphor_stict.N4D,N4D,euphor_stict,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
medica_lupul.N4D,N4D,medica_lupul,31,0.5800000000000001,4.849363404255556e-4,0.25,0.9333333333333333,NA,7,1,Increasing
mirabi_albid.N4D,N4D,mirabi_albid,31,0.29000000000000004,0.9999999999999997,0.3125,0.26666666666666666,0.9251620124982283,16,0,Random
oenoth_bienn.N4D,N4D,oenoth_bienn,31,0.16000000000000003,0.2909855017348392,0.0625,0.26666666666666666,0.04834969544775515,6,0,Recurrent
polyga_verti.N4D,N4D,polyga_verti,31,0.26,0.7605990847392358,0.3125,0.2,0.08314230445910545,9,0,Random
euphor_glypt.1D,1D,euphor_glypt,31,0.48,0.10688976489998328,0.3125,0.6666666666666666,0.008859362878385164,9,0,Recurrent
desmod_sessi.20B,20B,desmod_sessi,31,0.44999999999999996,0.21263539028863307,0.3125,0.6,0.054069791766971596,11,0,Random
euphor_nutan.20B,20B,euphor_nutan,31,0.26,0.1808948507507627,0.125,0.4,0.08314230445910545,9,0,Random
verben_urtic.20B,20B,verben_urtic,31,0.31999999999999995,0.0048793920520536944,0.0625,0.6,NA,7,1,Increasing
argemo_polya.4A,4A,argemo_polya,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
descur_pinna.4A,4A,descur_pinna,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
agerat_altis.4B,4B,agerat_altis,31,0.71,1.6335193877090986e-4,0.125,0.8666666666666667,NA,7,1,Increasing
lactuc_ludov.4B,4B,lactuc_ludov,31,0.06000000000000005,NA,NA,NA,NA,3,NA,Rare
lithos_incis.4B,4B,lithos_incis,31,0.35,0.5366545109001994,0.4375,0.26666666666666666,0.006587846048527602,8,0,Recurrent
mentze_oligo.4B,4B,mentze_oligo,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
mirabi_albid.4B,4B,mirabi_albid,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
callir_alcae.N1B,N1B,callir_alcae,31,0.16000000000000003,0.937189201292317,0.125,0.2,0.04834969544775515,6,0,Recurrent
euphor_cyath.N1B,N1B,euphor_cyath,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
geum_canad.N1B,N1B,geum_canad,31,0.31999999999999995,0.6111614453463713,0.25,0.4,0.1421962667157867,11,0,Random
desman_illin.N20B,N20B,desman_illin,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
desmod_canes.N20B,N20B,desmod_canes,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
elymus_virgi.N20B,N20B,elymus_virgi,31,0.71,0.02379624189979081,0.5,0.9333333333333333,NA,3,1,Increasing
euphor_glypt.N20B,N20B,euphor_glypt,31,0.35,0.10193077872193111,0.1875,0.5333333333333333,0.6265707658860669,15,0,Random
euphor_nutan.N20B,N20B,euphor_nutan,31,0.65,0.004087560306914374,0.375,0.9333333333333333,NA,5,1,Increasing
geum_canad.N20B,N20B,geum_canad,31,0.74,0.005627304907732369,0.5,1,NA,1,1,Increasing
kummer_stipu.N20B,N20B,kummer_stipu,31,0.44999999999999996,6.427402391033742e-4,0.125,0.8,NA,7,1,Increasing
lactuc_canad.N20B,N20B,lactuc_canad,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
lactuc_ludov.N20B,N20B,lactuc_ludov,31,0.22999999999999998,0.4457475743700233,0.3125,0.13333333333333333,0.32821377477504554,10,0,Random
lithos_incis.N20B,N20B,lithos_incis,31,0.65,0.004087560306914374,0.375,0.9333333333333333,NA,5,1,Increasing
lycopu_ameri.N20B,N20B,lycopu_ameri,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
planta_patag.N20B,N20B,planta_patag,31,0.74,0.005627304907732369,0.5,1,NA,1,1,Increasing
senna_maril.N20B,N20B,senna_maril,31,0.74,0.005627304907732369,0.5,1,NA,1,1,Increasing
solida_canad.N20B,N20B,solida_canad,31,0.71,0.02379624189979081,0.5,0.9333333333333333,NA,3,1,Increasing
astrag_lotif.N4A,N4A,astrag_lotif,31,0.13,0.12381749876088588,0.25,0,1.2238218346433187e-5,2,0,Recurrent
elymus_virgi.N4A,N4A,elymus_virgi,31,0.48,0.019726940183490724,0.25,0.7333333333333333,NA,11,1,Increasing
euphor_glypt.N4A,N4A,euphor_glypt,31,0.55,0.10050954088451342,0.375,0.7333333333333333,0.054069791766971596,11,0,Random
euphor_nutan.N4A,N4A,euphor_nutan,31,0.6799999999999999,0.010261748444302629,0.4375,0.9333333333333333,NA,5,1,Increasing
geum_canad.N4A,N4A,geum_canad,31,0.44999999999999996,6.427402391033742e-4,0.125,0.8,NA,5,1,Increasing
juncus_inter.N4A,N4A,juncus_inter,31,0.6799999999999999,0.010261748444302629,0.4375,0.9333333333333333,NA,5,1,Increasing
mirabi_albid.N4A,N4A,mirabi_albid,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
lactuc_ludov.N4D,N4D,lactuc_ludov,31,0.26,0.2601470231694908,0.375,0.13333333333333333,0.002322345759658203,6,0,Recurrent
polygo_ramos.N4D,N4D,polygo_ramos,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
hymeno_scabi.1D,1D,hymeno_scabi,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
spheno_obtus.1D,1D,spheno_obtus,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
asclep_sulli.20B,20B,asclep_sulli,31,0.22999999999999998,0.10478287613147351,0.375,0.06666666666666667,1.432305454886208e-4,4,0,Recurrent
juncus_inter.20B,20B,juncus_inter,31,0.39,0.04687353118595259,0.1875,0.6,NA,5,1,Increasing
mirabi_albid.20B,20B,mirabi_albid,31,0.22999999999999998,0.33875884132344075,0.125,0.3333333333333333,0.06607865080611015,8,0,Random
ribes_misso.20B,20B,ribes_misso,31,0.29000000000000004,0.08941437300482474,0.125,0.4666666666666667,2.582679536782227e-4,5,0,Recurrent
lactuc_ludov.4A,4A,lactuc_ludov,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
oenoth_glauc.4A,4A,oenoth_glauc,31,0.35,0.10193077872193111,0.1875,0.5333333333333333,0.1899789731215372,12,0,Random
euphor_denta.4B,4B,euphor_denta,31,0.18999999999999995,0.14634529452104464,0.0625,0.3333333333333333,0.5764451241889132,10,0,Random
geum_canad.4B,4B,geum_canad,31,0.16000000000000003,0.937189201292317,0.125,0.2,0.04834969544775515,6,0,Recurrent
chenop_berla.N1B,N1B,chenop_berla,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
juncus_inter.N1B,N1B,juncus_inter,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
lactuc_ludov.N1B,N1B,lactuc_ludov,31,0.13,0.12381749876088588,0.25,0,1.2238218346433187e-5,2,0,Recurrent
polygo_ramos.N1B,N1B,polygo_ramos,31,0.13,0.5450438219949827,0.0625,0.2,0.005854677406542337,4,0,Recurrent
asclep_sulli.N20B,N20B,asclep_sulli,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
euphor_denta.N20B,N20B,euphor_denta,31,0.5800000000000001,4.849363404255556e-4,0.25,0.9333333333333333,NA,5,1,Increasing
juncus_inter.N20B,N20B,juncus_inter,31,0.18999999999999995,0.5872145938600922,0.125,0.26666666666666666,0.34277709300771575,9,0,Random
monard_fistu.N20B,N20B,monard_fistu,31,0.61,9.026264971155701e-5,0.25,1,NA,3,1,Increasing
agalin_asper.N4A,N4A,agalin_asper,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
lactuc_ludov.N4A,N4A,lactuc_ludov,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
polygo_tenue.N4A,N4A,polygo_tenue,31,0.18999999999999995,0.5872145938600922,0.125,0.26666666666666666,0.1580272246149236,8,0,Random
euphor_prost.N4D,N4D,euphor_prost,31,0.18999999999999995,0.5872145938600922,0.125,0.26666666666666666,0.013974368446475812,6,0,Recurrent
hierac_longi.N4D,N4D,hierac_longi,31,0.39,0.04687353118595259,0.1875,0.6,NA,10,1,Increasing
panicu_capil.N4D,N4D,panicu_capil,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
desmod_sessi.1D,1D,desmod_sessi,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
eupato_altis.1D,1D,eupato_altis,31,0.31999999999999995,0.20151722122503768,0.1875,0.4666666666666667,1.6474945821656675e-4,5,0,Recurrent
triden_flavu.1D,1D,triden_flavu,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
melilo_offic.20B,20B,melilo_offic,31,0.13,0.5450438219949827,0.0625,0.2,0.2055398893616577,6,0,Random
ulmus_rubra.20B,20B,ulmus_rubra,31,0.65,0.21144981550278782,0.25,0.5333333333333333,0.013825547448709034,9,0,Recurrent
euphor_glypt.4A,4A,euphor_glypt,31,0.18999999999999995,0.5872145938600922,0.125,0.26666666666666666,0.5764451241889132,10,0,Random
ulmus_ameri.4A,4A,ulmus_ameri,31,0.16000000000000003,0.9999999999999999,0.1875,0.13333333333333333,0.009213517951520575,5,0,Recurrent
bromus_arven.4B,4B,bromus_arven,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
physal_heter.4B,4B,physal_heter,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
euphor_prost.N1B,N1B,euphor_prost,31,0.13,0.5450438219949827,0.0625,0.2,0.2055398893616577,6,0,Random
penste_cobae.N1B,N1B,penste_cobae,31,0.39,1,0.375,0.4,1.808438401266599e-5,4,0,Recurrent
eriger_phila.N20B,N20B,eriger_phila,31,0.65,0.004087560306914374,0.375,0.9333333333333333,NA,3,1,Increasing
oenoth_curti.N20B,N20B,oenoth_curti,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
sporob_crypt.N20B,N20B,sporob_crypt,31,0.35,0.10193077872193111,0.1875,0.5333333333333333,0.001993189677654741,7,0,Recurrent
ulmus_ameri.N20B,N20B,ulmus_ameri,31,0.6799999999999999,8.508286324362016e-4,0.375,1,NA,1,1,Increasing
baptis_bract.N4A,N4A,baptis_bract,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
gledit_triac.N4A,N4A,gledit_triac,31,0.52,6.219543127899331e-4,0.1875,0.8666666666666667,NA,9,1,Increasing
setari_pumil.N4A,N4A,setari_pumil,31,0.42000000000000004,0.1075338678513425,0.25,0.6,0.02783482359317869,10,0,Recurrent
glandu_bipin.N4D,N4D,glandu_bipin,31,0.26,0.6053967742246604,0.1875,0.3333333333333333,0.1835045895181674,10,0,Random
oenoth_curti.N4D,N4D,oenoth_curti,31,0.29000000000000004,0.49850501549688025,0.375,0.2,0.001241434005125989,6,0,Recurrent
planta_patag.N4D,N4D,planta_patag,31,0.6799999999999999,8.508286324362016e-4,0.375,1,NA,1,1,Increasing
sporob_crypt.N4D,N4D,sporob_crypt,31,0.44999999999999996,0.6001627353234458,0.375,0.5333333333333333,2.581945659548293e-6,3,0,Recurrent
eriger_phila.1D,1D,eriger_phila,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
silene_antir.1D,1D,silene_antir,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
draba_repta.4A,4A,draba_repta,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
solida_molli.4A,4A,solida_molli,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
solanu_carol.4B,4B,solanu_carol,31,0.18999999999999995,0.5872145938600922,0.125,0.26666666666666666,0.013974368446475812,6,0,Recurrent
eriger_phila.N1B,N1B,eriger_phila,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
planta_patag.N1B,N1B,planta_patag,31,0.65,2.918006686601915e-4,0.3125,1,NA,1,1,Increasing
polygo_tenue.N1B,N1B,polygo_tenue,31,0.16000000000000003,0.2909855017348392,0.0625,0.26666666666666666,0.04834969544775515,6,0,Recurrent
schedo_panic.N1B,N1B,schedo_panic,31,0.65,2.918006686601915e-4,0.3125,1,NA,1,1,Increasing
solida_canad.N1B,N1B,solida_canad,31,0.35,0.016999777502603453,0.125,0.6,NA,7,1,Increasing
mirabi_albid.N20B,N20B,mirabi_albid,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
pascop_smith.N20B,N20B,pascop_smith,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
triost_perfo.N20B,N20B,triost_perfo,31,0.5800000000000001,4.849363404255556e-4,0.25,0.9333333333333333,NA,5,1,Increasing
polyga_verti.N4A,N4A,polyga_verti,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
apocyn_canna.N4D,N4D,apocyn_canna,31,0.44999999999999996,0.007129770985317564,0.1875,0.7333333333333333,NA,5,1,Increasing
coryph_misso.N4D,N4D,coryph_misso,31,0.31999999999999995,0.6111614453463713,0.25,0.4,0.028025026034106518,9,0,Recurrent
hordeu_pusil.N4D,N4D,hordeu_pusil,31,0.65,2.918006686601915e-4,0.3125,1,NA,1,1,Increasing
penste_cobae.N4D,N4D,penste_cobae,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
scutel_parvu.N4D,N4D,scutel_parvu,31,0.13,1,0.125,0.13333333333333333,0.005854677406542337,4,0,Recurrent
junipe_virgi.20B,20B,junipe_virgi,31,0.22999999999999998,0.9226879138461672,0.1875,0.26666666666666666,0.02087276352945389,7,0,Recurrent
mirabi_nycta.20B,20B,mirabi_nycta,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
viola_bicol.4A,4A,viola_bicol,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
dalea_multi.N20B,N20B,dalea_multi,31,0.61,9.026264971155701e-5,0.25,1,NA,1,1,Increasing
polyga_verti.N20B,N20B,polyga_verti,31,0.16000000000000003,0.2909855017348392,0.0625,0.26666666666666666,0.39382529300283187,8,0,Random
hordeu_pusil.N4A,N4A,hordeu_pusil,31,0.61,9.026264971155701e-5,0.25,1,NA,1,1,Increasing
symphy_lance.N4A,N4A,symphy_lance,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
celast_scand.N4D,N4D,celast_scand,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
desmod_panic.N4D,N4D,desmod_panic,31,0.39,0.04687353118595259,0.1875,0.6,NA,9,1,Increasing
solanu_ptyca.N4D,N4D,solanu_ptyca,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
veroni_agres.N4D,N4D,veroni_agres,31,0.16000000000000003,0.2909855017348392,0.0625,0.26666666666666666,0.39382529300283187,8,0,Random
menisp_canad.20B,20B,menisp_canad,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
boutel_dacty.4B,4B,boutel_dacty,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
euphor_glypt.4B,4B,euphor_glypt,31,0.13,1,0.125,0.13333333333333333,0.2055398893616577,6,0,Random
rubus_pensi.4B,4B,rubus_pensi,31,0.5800000000000001,1.1727059450222468e-6,0.0625,1,NA,1,1,Increasing
ulmus_ameri.N1B,N1B,ulmus_ameri,31,0.18999999999999995,0.14634529452104464,0.0625,0.3333333333333333,0.002589305566365421,5,0,Recurrent
zantho_ameri.N20B,N20B,zantho_ameri,31,0.5800000000000001,1.6335193877090986e-4,0.125,0.8666666666666667,NA,3,1,Increasing
chaero_procu.N4A,N4A,chaero_procu,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
kummer_stipu.N4A,N4A,kummer_stipu,31,0.48,7.155493279836431e-6,0.0625,0.9333333333333333,NA,5,1,Increasing
medica_lupul.N4A,N4A,medica_lupul,31,0.44999999999999996,3.5481351587574716e-5,0.0625,0.8666666666666667,NA,7,1,Increasing
desmod_sessi.N4D,N4D,desmod_sessi,31,0.18999999999999995,0.14634529452104464,0.0625,0.3333333333333333,0.002589305566365421,5,0,Recurrent
kummer_stipu.N4D,N4D,kummer_stipu,31,0.39,5.338986932222854e-4,0.0625,0.7333333333333333,NA,5,1,Increasing
schedo_panic.N4D,N4D,schedo_panic,31,0.55,1.3956196986508406e-4,0.1875,0.9333333333333333,NA,3,1,Increasing
geum_canad.20B,20B,geum_canad,31,0.44999999999999996,3.5481351587574716e-5,0.0625,0.8666666666666667,NA,3,1,Increasing
pariet_pensy.20B,20B,pariet_pensy,31,0.26,0.03082268374448432,0.0625,0.4666666666666667,NA,5,1,Increasing
securi_varia.20B,20B,securi_varia,31,0.44999999999999996,3.5481351587574716e-5,0.0625,0.8666666666666667,NA,3,1,Increasing
asclep_sulli.4A,4A,asclep_sulli,31,0.55,5.8669510429744606e-6,0.125,1,NA,1,1,Increasing
panicu_capil.4A,4A,panicu_capil,31,0.35,0.016999777502603453,0.125,0.6,NA,7,1,Increasing
eriger_annuu.4B,4B,eriger_annuu,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
euphor_denta.N1B,N1B,euphor_denta,31,0.48,1.6335193877090986e-4,0.125,0.8666666666666667,NA,3,1,Increasing
setari_pumil.N1B,N1B,setari_pumil,31,0.18999999999999995,0.14634529452104464,0.0625,0.3333333333333333,0.5764451241889132,10,0,Random
argemo_polya.N20B,N20B,argemo_polya,31,0.18999999999999995,0.5872145938600922,0.125,0.26666666666666666,3.451392902386525e-4,4,0,Recurrent
physal_heter.N20B,N20B,physal_heter,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
schedo_panic.N20B,N20B,schedo_panic,31,0.52,3.457576538813301e-5,0.125,0.9333333333333333,NA,3,1,Increasing
solanu_rostr.N20B,N20B,solanu_rostr,31,0.18999999999999995,0.14634529452104464,0.0625,0.3333333333333333,0.05476579991427084,7,0,Random
aristi_oliga.N4A,N4A,aristi_oliga,31,0.09999999999999998,NA,NA,NA,NA,2,NA,Rare
penste_cobae.N4A,N4A,penste_cobae,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
teucri_canad.N4A,N4A,teucri_canad,31,0.31999999999999995,0.0048793920520536944,0.0625,0.6,NA,3,1,Increasing
argemo_polya.N4D,N4D,argemo_polya,31,0.13,1,0.125,0.13333333333333333,1.2238218346433187e-5,2,0,Recurrent
celtis_occid.N4D,N4D,celtis_occid,31,0.52,3.457576538813301e-5,0.125,0.9333333333333333,NA,3,1,Increasing
eriger_annuu.N4D,N4D,eriger_annuu,31,0.35,0.016999777502603453,0.125,0.6,NA,7,1,Increasing
grinde_squar.N4D,N4D,grinde_squar,31,0.16000000000000003,0.2909855017348392,0.0625,0.26666666666666666,0.39382529300283187,8,0,Random
mentze_oligo.N4D,N4D,mentze_oligo,31,0.29000000000000004,0.08941437300482474,0.125,0.4666666666666667,0.001241434005125989,6,0,Recurrent
physal_virgi.N4D,N4D,physal_virgi,31,0.29000000000000004,0.012764441573415098,0.0625,0.5333333333333333,NA,3,1,Increasing
krigia_cespi.4A,4A,krigia_cespi,31,0.26,0.03082268374448432,0.0625,0.4666666666666667,NA,12,1,Increasing
muhlen_racem.4B,4B,muhlen_racem,31,0.29000000000000004,0.012764441573415098,0.0625,0.5333333333333333,NA,7,1,Increasing
chaero_procu.N1B,N1B,chaero_procu,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
gledit_triac.N1B,N1B,gledit_triac,31,0.18999999999999995,0.14634529452104464,0.0625,0.3333333333333333,0.002589305566365421,5,0,Recurrent
opunti_macro.N1B,N1B,opunti_macro,31,0.22999999999999998,0.06934084351022943,0.0625,0.4,1.432305454886208e-4,4,0,Recurrent
planta_arist.N1B,N1B,planta_arist,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
grinde_squar.N4A,N4A,grinde_squar,31,0.52,1.1727059450222468e-6,0.0625,1,NA,1,1,Increasing
pariet_pensy.N4A,N4A,pariet_pensy,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
solanu_carol.N4A,N4A,solanu_carol,31,0.16000000000000003,0.2909855017348392,0.0625,0.26666666666666666,8.89012572017322e-5,3,0,Recurrent
hierac_longi.1D,1D,hierac_longi,31,0.48,1.9070231506884455e-7,0,1,NA,1,1,Increasing
erecht_hiera.20B,20B,erecht_hiera,31,0.29000000000000004,0.001030537674362584,0,0.6,NA,5,1,Increasing
fallop_scand.20B,20B,fallop_scand,31,0.39,2.6574051326725527e-5,0,0.8,NA,7,1,Increasing
oenoth_curti.20B,20B,oenoth_curti,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
grinde_squar.N1B,N1B,grinde_squar,31,0.35,1.0065448155418538e-4,0,0.7333333333333333,NA,5,1,Increasing
monard_fistu.N1B,N1B,monard_fistu,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
cuscut_glome.N20B,N20B,cuscut_glome,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
cynanc_laeve.N20B,N20B,cynanc_laeve,31,0.16000000000000003,0.04204028171591283,0,0.3333333333333333,NA,5,1,Increasing
setari_pumil.N20B,N20B,setari_pumil,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
junipe_virgi.N4D,N4D,junipe_virgi,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
panicu_capil.20B,20B,panicu_capil,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
solanu_ptyca.20B,20B,solanu_ptyca,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
agerat_altis.4A,4A,agerat_altis,31,0.39,2.6574051326725527e-5,0,0.8,NA,3,1,Increasing
prunel_vulga.N1B,N1B,prunel_vulga,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
veroni_agres.N1B,N1B,veroni_agres,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
chlori_verti.N20B,N20B,chlori_verti,31,0.31999999999999995,3.387421033652586e-4,0,0.6666666666666666,NA,5,1,Increasing
desmod_sessi.N20B,N20B,desmod_sessi,31,0.42000000000000004,6.105499724505564e-6,0,0.8666666666666667,NA,3,1,Increasing
panicu_capil.N20B,N20B,panicu_capil,31,0.16000000000000003,0.04204028171591283,0,0.3333333333333333,NA,7,1,Increasing
scutel_parvu.N20B,N20B,scutel_parvu,31,0.18999999999999995,0.018164489689699026,0,0.4,NA,5,1,Increasing
verben_urtic.N20B,N20B,verben_urtic,31,0.22999999999999998,0.0074558999955622735,0,0.4666666666666667,NA,5,1,Increasing
eriger_phila.N4A,N4A,eriger_phila,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
veroni_agres.N4A,N4A,veroni_agres,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
galium_circa.N4D,N4D,galium_circa,31,0.29000000000000004,0.001030537674362584,0,0.6,NA,3,1,Increasing
helian_annuu.N4D,N4D,helian_annuu,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
setari_pumil.N4D,N4D,setari_pumil,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
ambros_artem.1D,1D,ambros_artem,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
agerat_altis.20B,20B,agerat_altis,31,0.35,1.0065448155418538e-4,0,0.7333333333333333,NA,5,1,Increasing
pseudo_obtus.20B,20B,pseudo_obtus,31,0.16000000000000003,0.04204028171591283,0,0.3333333333333333,NA,5,1,Increasing
erecht_hiera.4A,4A,erecht_hiera,31,0.16000000000000003,0.04204028171591283,0,0.3333333333333333,NA,6,1,Increasing
erecht_hiera.4B,4B,erecht_hiera,31,0.13,0.09348810510448448,0,0.26666666666666666,0.8097008933768095,8,0,Random
carex_austr.N1B,N1B,carex_austr,31,0.42000000000000004,6.105499724505564e-6,0,0.8666666666666667,NA,1,1,Increasing
carex_austr.N20B,N20B,carex_austr,31,0.39,2.6574051326725527e-5,0,0.8,NA,3,1,Increasing
grinde_squar.N20B,N20B,grinde_squar,31,0.39,2.6574051326725527e-5,0,0.8,NA,3,1,Increasing
medica_lupul.N20B,N20B,medica_lupul,31,0.22999999999999998,0.0074558999955622735,0,0.4666666666666667,NA,5,1,Increasing
apocyn_canna.N4A,N4A,apocyn_canna,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
carex_austr.N4A,N4A,carex_austr,31,0.42000000000000004,6.105499724505564e-6,0,0.8666666666666667,NA,1,1,Increasing
chamae_fasci.N4A,N4A,chamae_fasci,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
eriger_annuu.N4A,N4A,eriger_annuu,31,0.13,0.09348810510448448,0,0.26666666666666666,0.2055398893616577,6,0,Random
viola_nephr.N4A,N4A,viola_nephr,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
