"","AOU_code","Watershed_name","Species","numyears","numpresent","percyears","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","chiPval","chi_fearly","chi_flate","runsPval","numtransitions","trend","classification","Common_name","Order","Family","Genus","species","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size"
"153","EUST","20B","EUST",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","European Starling","Passeriformes","Sturnidae","Sturnus","vulgaris",8683,"Sturnidae","Passeriformes","AVIBASE-94A44032",28,11,17,0,10,30.2,18.5,6.6,6.5,29,128.3,49.2,79.1,38.4,65.8,77.1,"Dunning",NA,"NO",NA,NA,"Human Modified",3,2,"Omnivore","Omnivore","Insessorial",24.55,71.19,50.32,52.41,17082191.68
"154","WAVI","20B","WAVI",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Warbling Vireo","Passeriformes","Vireonidae","Vireo","gilvus",6399,"Vireonidae","Passeriformes","AVIBASE-66AA469C",21,5,13,3,11,14.3,7.5,3.7,3.7,17.6,70.1,16.5,53.5,23.5,51.3,12.7,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",16.11,66.86,45.21,-105.84,9680437.56
"155","DEJU","20B","DEJU",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",10412,"Passerellidae","Passeriformes","AVIBASE-05FF3C9B",8,3,5,0,4,11.6,7.8,4.5,5.3,21.1,75.2,16.4,58.6,21.9,63.8,19.5,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Herbivore","Granivore","Generalist",30.59,70.27,53.3,-109.7,10167654.77
"156","LALO","20B","LALO",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Lapland Longspur","Passeriformes","Calcariidae","Calcarius","lapponicus",10246,"Calcariidae","Passeriformes","AVIBASE-3534E4CE",7,1,6,0,4,12.3,8.9,5.8,6.8,21.1,94.9,29,65.7,30.7,67.8,27.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Granivore","Terrestrial",50.82,83.11,68.82,-6.27,8536158.76
"157","NRWS","20B","NRWS",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Northern Rough-winged Swallow","Passeriformes","Hirundinidae","Stelgidopteryx","serripennis",7753,"Hirundinidae","Passeriformes","AVIBASE-B90C04E9",21,9,8,4,5,10.5,4.8,3.4,2.5,11,107.5,55.1,53.6,50.7,47.8,15.7,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Invertivore","Aerial",9.87,56.43,39.57,-100.58,9837317.43
"158","SPTO","20B","SPTO",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Spotted Towhee","Passeriformes","Passerellidae","Pipilo","maculatus",10358,"Passerellidae","Passeriformes","AVIBASE-0B0BC750",13,5,8,0,13,17.4,10.3,6,8,28.4,85.8,11.8,74,13.7,99.4,39.3,"Dunning",NA,"NO",NA,NA,"Forest",2,2,"Omnivore","Omnivore","Generalist",14.26,54.19,41.83,-112.1,3630810.42
"159","STFL","20B","STFL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Scissor-tailed Flycatcher","Passeriformes","Tyrannidae","Tyrannus","forficatus",5738,"Tyrannidae","Passeriformes","AVIBASE-6F65F82B",5,2,3,0,3,22.4,13.9,7.6,6,18.6,121.2,45.1,74.9,37.5,214,39.3,"Dunning",NA,"NO",NA,NA,"Human Modified",2,3,"Omnivore","Invertivore","Insessorial",24.1,40.59,33.46,-98.04,1445850.08
"160","TUVU","20B","TUVU",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Turkey Vulture","Cathartiformes","Cathartidae","Cathartes","aura",2953,"Cathartidae","Cathartiformes","AVIBASE-36B3872D",6,0,2,4,4,51.5,27.6,14.3,17.2,54,508.5,135.6,369,26.9,244,1518.2,"Dunning",NA,"NO",NA,NA,"Human Modified",3,2,"Scavenger","Scavenger","Terrestrial",-55.72,54.31,6.76,-77.26,28126442.74
"161","CAGO","20B","CAGO",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Canada Goose","Anseriformes","Anatidae","Branta","canadensis",408,"Anatidae","Anseriformes","AVIBASE-B59E1863",10,5,3,2,8,50,28.2,19.9,15.3,73.3,422.9,206.5,210.9,49.4,121.6,2811.7,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",26.42,73.07,53.3,-104.21,12236810.45
"162","GTGR","20B","GTGR",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Great-tailed Grackle","Passeriformes","Icteridae","Quiscalus","mexicanus",10540,"Icteridae","Passeriformes","AVIBASE-5CBA3391",18,8,10,0,4,43.3,29.2,8.2,11.5,47.9,168.6,46,126.4,26.8,170.1,160.5,"Dunning",NA,"NO",NA,NA,"Human Modified",3,1,"Omnivore","Omnivore","Terrestrial",-3.64,43.84,29.28,-101.43,5121812.21
"163","AMGO","N20B","AMGO",18,14,0.777777777777778,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0889730117018133,0.555555555555556,1,0.188336053460484,5,0,"Random","American Goldfinch","Passeriformes","Fringillidae","Spinus","tristis",10229,"Fringillidae","Passeriformes","AVIBASE-C9ABA616",9,4,5,0,8,11.5,8.2,4.3,6.3,13.5,69.8,19.1,50.3,27.6,48.3,12.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Insessorial",31.4,57.36,44.46,-96.32,7802444.22
"164","AMRO","N20B","AMRO",18,4,0.222222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0.570750388058174,0.111111111111111,0.333333333333333,0.0539883760992697,4,0,"Random","American Robin","Passeriformes","Turdidae","Turdus","migratorius",8976,"Turdidae","Passeriformes","AVIBASE-103427C5",14,8,6,0,5,23.4,12.5,5.6,6.8,32.7,127,36.9,90.3,29,95.7,78.5,"Dunning",NA,"NO",NA,NA,"Forest",3,3,"Omnivore","Invertivore","Generalist",15.92,70.58,50.87,-106.8,16455945.96
"165","ATSP","N20B","ATSP",18,8,0.444444444444444,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0.154728923485379,0.222222222222222,0.666666666666667,0.330815134124685,8,0,"Random","American Tree Sparrow","Passeriformes","Passerellidae","Spizelloides","arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","BAOR","N20B","BAOR",18,3,0.166666666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.222222222222222,0.111111111111111,0.5,5,0,"Random","Baltimore Oriole","Passeriformes","Icteridae","Icterus","galbula",10491,"Icteridae","Passeriformes","AVIBASE-5110842F",23,10,12,1,10,21.1,13.3,5,6.4,23.4,92.1,25.5,67.4,27.4,73.3,32.8,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Omnivore","Invertivore","Insessorial",30.82,58.5,43.69,-91.8,4604558.64
"167","BEVI","N20B","BEVI",18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,"No_change-present","Bell's Vireo","Passeriformes","Vireonidae","Vireo","bellii",6417,"Vireonidae","Passeriformes","AVIBASE-C3168495",13,3,10,0,4,13.5,7,3.7,3.7,19.2,55.7,10.8,44.9,19.4,44.1,8.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",21.36,47.35,34.81,-99.81,2636566.53
"168","BHCO","N20B","BHCO",18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,"No_change-present","Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater",10527,"Icteridae","Passeriformes","AVIBASE-1E1AB415",5,2,3,0,4,17.6,11.1,5.8,8.9,24.7,105,33.9,68.8,33,69.8,40.3,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Terrestrial",17,67.45,43,-101.66,11727469.53
"169","BLGR","N20B","BLGR",18,3,0.166666666666667,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.205903210732068,0.333333333333333,0,0.032598209539065,3,0,"Recurrent","Blue Grosbeak","Passeriformes","Cardinalidae","Passerina","caerulea",10712,"Cardinalidae","Passeriformes","AVIBASE-A7A75EA1",22,7,14,1,7,17,12.3,7.4,10.9,20.3,86.1,19.9,67.2,22.9,64.4,27.4,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Generalist",9.17,46.7,32.93,-98.5,5300267.2
"170","BRTH","N20B","BRTH",18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,"No_change-present","Brown Thrasher","Passeriformes","Mimidae","Toxostoma","rufum",8839,"Mimidae","Passeriformes","AVIBASE-C8F9F2D0",5,2,3,0,4,30.1,19.3,5.4,6.3,34.2,102.5,14,86.7,13.9,121.8,68.8,"Dunning",NA,"NO",NA,NA,"Shrubland",1,2,"Omnivore","Omnivore","Generalist",25.78,54.12,41.75,-92.94,5678627.88
"171","COYE","N20B","COYE",18,16,0.888888888888889,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0.453254704753736,1,0.777777777777778,0.728379321339319,4,0,"Random","Common Yellowthroat","Passeriformes","Parulidae","Geothlypis","trichas",10595,"Parulidae","Passeriformes","AVIBASE-BA4C8A02",23,7,16,0,5,12.7,7.9,3,3.3,20.2,54.7,8.5,44.3,16.1,49.4,9.5,"Dunning",NA,"NO",NA,NA,"Wetland",1,3,"Carnivore","Invertivore","Insessorial",18.49,65.84,44.7,-101.34,12826786.25
"172","DICK","N20B","DICK",18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,"No_change-present","Dickcissel","Passeriformes","Cardinalidae","Spiza","americana",10710,"Cardinalidae","Passeriformes","AVIBASE-592E58CE",9,4,5,0,4,15.1,9.8,5.5,7.5,22.3,77.9,20.3,56.8,26.4,56.1,26.2,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Omnivore","Omnivore","Terrestrial",28.75,51.42,39.97,-94.69,3462252.57
"173","DOWO","N20B","DOWO",18,3,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.205903210732068,0,0.333333333333333,0.82172383111637,6,0,"Random","Downy Woodpecker","Piciformes","Picidae","Dryobates","pubescens",3972,"Picidae","Piciformes","AVIBASE-1B2A6386",11,5,6,0,5,17.4,12.2,4.9,4.8,15.8,91.3,24.3,65.9,27,58.6,25.6,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",24.53,68.3,48.23,-104.67,12800223.82
"174","EAKI","N20B","EAKI",18,6,0.333333333333333,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0124193306515523,0.666666666666667,0,0.418962955306326,1,-1,"Decreasing","Eastern Kingbird","Passeriformes","Tyrannidae","Tyrannus","tyrannus",5734,"Tyrannidae","Passeriformes","AVIBASE-082D833C",10,2,3,5,4,21.5,14.8,8.2,6.5,18.5,116.7,38.6,77.2,33.3,87.6,39.9,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",24.95,65.28,45.77,-98.88,9124093.16
"175","EAME","N20B","EAME",18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,"No_change-present","Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna",10451,"Icteridae","Passeriformes","AVIBASE-27410227",13,4,8,1,6,33.5,20,6.1,8.2,39.8,108.1,28.4,86.1,24.8,67.4,91.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Invertivore","Terrestrial",-2.91,50.71,30.39,-84.52,7031582.36
"176","FISP","N20B","FISP",18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,"No_change-present","Field Sparrow","Passeriformes","Passerellidae","Spizella","pusilla",10300,"Passerellidae","Passeriformes","AVIBASE-E23F6DE0",5,2,3,0,3,10.4,6.6,4.3,5.2,17.9,64.4,10.8,53.5,16.7,62,12.5,"Dunning",NA,"NO",NA,NA,"Grassland",2,2,"Omnivore","Granivore","Generalist",28.87,49.98,39.43,-90.09,3997616.97
"177","GCFL","N20B","GCFL",18,3,0.166666666666667,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.205903210732068,0.333333333333333,0,0.82172383111637,6,0,"Random","Great Crested Flycatcher","Passeriformes","Tyrannidae","Myiarchus","crinitus",5763,"Tyrannidae","Passeriformes","AVIBASE-8D6D5F2B",18,4,6,8,4,22.7,15.5,8.5,6.9,21.8,98.8,21.6,79.4,21.4,88.1,32.1,"Dunning",NA,"NO",NA,NA,"Woodland",1,3,"Omnivore","Invertivore","Insessorial",8.61,55.55,40.77,-88.84,5137539.15
"178","GHOW","N20B","GHOW",18,1,0.0555555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111111111,0,0.638163195084119,2,0,"Random","Great Horned Owl","Strigiformes","Strigidae","Bubo","virginianus",2926,"Strigidae","Strigiformes","AVIBASE-FC366114",4,2,2,0,4,44.7,24.7,17.8,25.4,75.4,371.2,112.7,258.5,30.4,197,1354.5,"Updated_literature","Earhart & Johnson (1970)","NO",NA,NA,"Forest",2,1,"Carnivore","Vertivore","Insessorial",-35.8,68.52,34.04,-94.19,24426738.59
"179","GRCA","N20B","GRCA",18,14,0.777777777777778,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0.570750388058174,0.666666666666667,0.888888888888889,0.436150906507711,6,0,"Random","Gray Catbird","Passeriformes","Mimidae","Dumetella","carolinensis",8816,"Mimidae","Passeriformes","AVIBASE-95B77F08",16,5,5,6,7,19.2,11.1,4,4.8,27.4,90.7,16.8,73.4,18.6,90.3,35.3,"Dunning",NA,"NO",NA,NA,"Shrubland",1,3,"Omnivore","Invertivore","Insessorial",28.33,55.06,42.61,-95.25,6824562.12
"180","GRSP","N20B","GRSP",18,17,0.944444444444444,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1,0.638163195084119,2,0,"Random","Grasshopper Sparrow","Passeriformes","Passerellidae","Ammodramus","savannarum",10321,"Passerellidae","Passeriformes","AVIBASE-5BFFE091",6,3,3,0,5,13.8,8.2,4.5,6.1,20.1,58.2,12.3,46,21.1,41.4,17.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Omnivore","Invertivore","Generalist",3.31,51.58,40.3,-94.6,5240933.14
"181","HESP","N20B","HESP",18,4,0.222222222222222,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.570750388058174,0.333333333333333,0.111111111111111,0.00112916409704871,2,0,"Random","Henslow's Sparrow","Passeriformes","Passerellidae","Centronyx","henslowii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","HOWR","N20B","HOWR",18,4,0.222222222222222,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.570750388058174,0.333333333333333,0.111111111111111,0.436150906507711,6,0,"Random","House Wren","Passeriformes","Troglodytidae","Troglodytes","aedon",8598,"Troglodytidae","Passeriformes","AVIBASE-7B6E99A9",104,12,20,72,26,15.9,9.8,3,3.1,20.1,51.4,6.7,44.9,12.9,41.1,10.9,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",-55.72,59.66,4.96,-75.18,25653883.47
"183","MODO","N20B","MODO",18,12,0.666666666666667,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0.666666666666667,0.666666666666667,0.290826035177652,7,0,"Random","Mourning Dove","Columbiformes","Columbidae","Zenaida","macroura",717,"Columbidae","Columbiformes","AVIBASE-00124D98",15,5,7,3,6,19.6,9.3,2.7,3.4,19.6,144.4,53.1,91.6,36.6,122.2,118.9,"Dunning",NA,"NO",NA,NA,"Human Modified",3,1,"Herbivore","Granivore","Terrestrial",7.45,56.32,39.64,-99.32,11131808.01
"184","NOBO","N20B","NOBO",18,17,0.944444444444444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.888888888888889,0.638163195084119,2,0,"Random","Northern Bobwhite","Galliformes","Odontophoridae","Colinus","virginianus",153,"Odontophoridae","Galliformes","AVIBASE-91CCBC71",4,2,2,0,4,14.9,8.6,7,8.4,29.6,109.8,30.3,79.4,27.6,56.8,171.9,"Dunning",NA,"NO",NA,NA,"Human Modified",2,1,"Herbivore","Omnivore","Terrestrial",14.51,45.69,34.48,-91.61,4364464.18
"185","NOCA","N20B","NOCA",18,11,0.611111111111111,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0.333550254111905,0.777777777777778,0.444444444444444,0.0097406232894261,4,0,"Recurrent","Northern Cardinal","Passeriformes","Cardinalidae","Cardinalis","cardinalis",10744,"Cardinalidae","Passeriformes","AVIBASE-4E74AE22",64,24,40,0,8,17.6,14.7,9.3,12.3,24.5,93.5,14.2,77.7,15.5,101.8,42.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Omnivore","Insessorial",15.65,47.34,34.85,-92.41,5834572.06
"186","NOHA","N20B","NOHA",18,3,0.166666666666667,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.222222222222222,0.111111111111111,0.5,5,0,"Random","Northern Harrier","Accipitriformes","Accipitridae","Circus","hudsonius",3079,"Accipitridae","Accipitriformes","AVIBASE-A091D50A",4,2,2,0,4,31.1,17.2,10.1,13.2,82,360.9,161.1,199.8,44.6,212.9,393,"DataFromSplit",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",30.02,69.8,52.86,-111.67,12347245.55
"187","OROR","N20B","OROR",18,3,0.166666666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.222222222222222,0.111111111111111,0.17827616888363,4,0,"Random","Orchard Oriole","Passeriformes","Passeriformes","Icterus","spurius",10505,"Icteridae","Passeriformes","AVIBASE-E2014696",16,7,9,0,4,17.2,11.6,4.4,5.3,21.5,77,20.9,56.6,26.9,67,19.4,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Insessorial",19,50.57,36.74,-92.53,4790205.22
"188","RNEP","N20B","RNEP",18,7,0.388888888888889,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0.333550254111905,0.555555555555556,0.222222222222222,0.0950054903236128,6,0,"Random","Ring-necked Pheasant","Galliformes","Phasianidae","Phasianus","colchicus",329,"Phasianidae","Galliformes","AVIBASE-2FA39DCD",9,3,6,0,4,35.4,22,12.9,11.4,63.3,237.7,61.3,175.8,25.8,449.8,1120.3,"Dunning",NA,"NO",NA,NA,"Human Modified",2,1,"Herbivore","Omnivore","Terrestrial",20.23,53.22,38.76,101.53,7426719.32
"189","RWBL","N20B","RWBL",18,2,0.111111111111111,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.111111111111111,0.111111111111111,0.728379321339319,4,0,"Random","Red-winged Blackbird","Passeriformes","Icteridae","Agelaius","phoeniceus",10522,"Icteridae","Passeriformes","AVIBASE-C86D078E",7,2,5,0,6,22.7,15.4,5.6,8.8,28,118,27.8,88.9,24,88.9,50.8,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Herbivore","Granivore","Generalist",9.66,67.41,44.62,-102.04,13703226.95
"190","UPSA","N20B","UPSA",18,15,0.833333333333333,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.777777777777778,0.888888888888889,0.032598209539065,3,0,"Recurrent","Upland Sandpiper","Charadriiformes","Scolopacidae","Bartramia","longicauda",2446,"Scolopacidae","Charadriiformes","AVIBASE-BF1DA86E",5,2,3,0,4,32.9,21.5,3.4,3.8,48.7,159,83.7,74.8,52.9,79.4,158.9,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Terrestrial",35.81,69.33,49.36,-105.81,3282893.45
"191","YBCU","N20B","YBCU",18,9,0.5,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0.0593464387919201,0.222222222222222,0.777777777777778,0.165568729634485,7,0,"Random","Yellow-billed Cuckoo","Cuculiformes","Cuculidae","Coccyzus","americanus",1653,"Cuculidae","Cuculiformes","AVIBASE-0CF12F81",12,3,7,2,4,29.2,20,7,8.2,24.5,143.4,62.4,82.6,43,146.3,64,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",-14.02,48.99,36.04,-90.96,5270361.03
"192","AMCR","N20B","AMCR",18,7,0.388888888888889,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0.444444444444444,0.333333333333333,0.387859825922235,8,0,"Random","American Crow","Passeriformes","Corvidae","Corvus","brachyrhynchos",6985,"Corvidae","Passeriformes","AVIBASE-9E9F2476",13,4,9,0,4,51.1,35.4,14.7,17.7,59.3,309.6,109.1,199.9,35.3,177.3,448.8,"Dunning","NA","NO","NA","NA","Human Modified",2,2,"Omnivore","Omnivore","Terrestrial",24.53,63.75,46.23,-97.42,11573830.54
"193","BCCH","N20B","BCCH",18,7,0.388888888888889,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0.333550254111905,0.222222222222222,0.555555555555556,0.212515326392464,7,0,"Random","Black-capped Chickadee","Passeriformes","Paridae","Poecile","atricapillus",7216,"Paridae","Passeriformes","AVIBASE-B1F0CC82",13,5,7,1,7,10.3,7.2,3.7,4,16.8,64.4,12,52.5,18.6,61.7,10.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Invertivore","Insessorial",34.2,65.98,50.08,-104.99,9078514.18
"194","CONI","N20B","CONI",18,1,0.0555555555555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111111111,0,0.638163195084119,2,0,"Random","Common Nighthawk","Caprimulgiformes","Caprimulgidae","Chordeiles","minor",1005,"Caprimulgidae","Caprimulgiformes","AVIBASE-24E39ACD",10,4,2,4,4,12.7,6.1,3.3,2.7,16.7,192.8,118.7,76.6,60.7,104,79.3,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Aerial",7.21,65.4,45.23,-100.42,13037233.58
"195","EABL","N20B","EABL",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Eastern Bluebird","Passeriformes","Turdidae","Sialia","sialis",8848,"Turdidae","Passeriformes","AVIBASE-A8347C7D",4,2,2,0,4,15.4,9.1,4.2,4.5,19.7,95.8,31.4,64.4,32.8,62.5,27.5,"Dunning",NA,"NO",NA,NA,"Woodland",2,2,"Carnivore","Invertivore","Insessorial",12.85,53.98,38.51,-89.69,5460000
"196","NOFL","N20B","NOFL",18,6,0.333333333333333,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0.133614402537715,0.111111111111111,0.555555555555556,0.135242502551021,6,0,"Random","Northern Flicker","Piciformes","Picidae","Colaptes","auratus",3870,"Picidae","Piciformes","AVIBASE-2B7F2525",14,7,7,0,10,38.4,27.6,8.2,7.9,28.4,151.8,37.5,114.3,24.8,105.3,131.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Carnivore","Invertivore","Generalist",19.26,68.71,50.48,-99.78,10804791.76
"197","RBWO","N20B","RBWO",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Red-bellied Woodpecker","Piciformes","Picidae","Melanerpes","carolinus",3937,"Picidae","Piciformes","AVIBASE-078557F2",10,4,6,0,5,32.6,21.6,7.1,7.6,21.1,127.2,35.5,90.4,28.2,76.8,69.5,"Dunning",NA,"NO",NA,NA,"Woodland",1,1,"Omnivore","Omnivore","Insessorial",24.53,46.9,36.96,-88,3074161.82
"198","RHWO","N20B","RHWO",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Red-headed Woodpecker","Piciformes","Picidae","Melanerpes","erythrocephalus",3920,"Picidae","Piciformes","AVIBASE-448D91B7",6,2,3,1,4,27.3,20.3,7.6,7.4,20.6,139.7,40.6,98.9,29.1,83.3,71.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",25.64,51.7,40.26,-93.26,5461683.2
"199","SOSP","N20B","SOSP",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",10441,"Passerellidae","Passeriformes","AVIBASE-A5F09E05",6,2,3,1,5,13.4,8.5,5.3,6.7,21.5,66.3,13.2,52.6,20.1,67.2,21.9,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Omnivore","Omnivore","Generalist",18.99,62.57,47.88,-103.48,10313728.38
"200","RLHA","N20B","RLHA",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Rough-legged Hawk","Accipitriformes","Accipitridae","Buteo","lagopus",3198,"Accipitridae","Accipitriformes","AVIBASE-90B13ACF",7,3,4,0,4,34.5,20.2,11.7,15.9,72.3,428.3,180.3,248.5,42.1,240,949.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Insessorial",47.6,83.11,67.33,2.14,9709846.76
